"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"7024","Female","No",32,"No","Low",4
"7025","Male","Yes",35,"Yes","Low",1
"7026","Female","Yes",82,"Yes","High",2
"7027","Female","Yes",37,"No","Low",4
"7028","Female","No",26,"No","Low",5
"7029","Male","No",32,"Yes","Low",3
"7030","Female","Yes",81,"Yes","High",2
"7031","Male","No",49,"Yes","Low",1
"7032","Male","Yes",46,"Yes","Low",3
"7033","Female","No",20,"No","Low",4
"7034","Male",NA,66,"Yes","Low",NA
"7035","Male","No",27,"Yes","Low",3
"7036","Female","Yes",66,"Yes","Average",4
"7037","Male","Yes",31,"Yes","Average",3
"7038","Male","Yes",53,"Yes","Average",2
"7039","Female","No",29,"Yes","Low",5
"7040","Male","Yes",70,"No","High",2
"7041","Male","Yes",60,"Yes","Average",5
"7042","Female","No",43,"No","Low",6
"7043","Male","Yes",73,"Yes","Low",1
"7044","Female","No",47,"No","Low",NA
"7045","Male","Yes",47,"No","Average",3
"7046","Male","No",20,"No","Low",3
"7047","Male","Yes",38,"Yes","Low",2
"7048","Female","Yes",56,"Yes","High",9
"7049","Male","Yes",51,"Yes","Average",5
"7050","Male","Yes",27,"Yes","Average",2
"7051","Male","No",30,"Yes","Low",2
"7052","Male","Yes",49,"Yes","Average",4
"7053","Female","No",30,"Yes","Low",6
"7054","Male","Yes",26,"No","Average",2
"7055","Female","Yes",58,"No","Average",6
"7056","Male","Yes",42,"Yes","Average",4
"7057","Male","No",23,"No","Low",NA
"7058","Male","Yes",49,"Yes","High",5
"7059","Male","Yes",59,"Yes","High",4
"7060","Male","No",31,"Yes","Low",NA
"7061","Female","Yes",49,"Yes","Average",5
"7062","Male","No",31,"Yes","Low",4
"7063","Male","Yes",32,"Yes","Average",2
"7064","Male","Yes",41,"Yes","Low",1
"7065","Male","Yes",71,"Yes","High",4
"7066","Male","Yes",62,"Yes","Average",3
"7067","Male","No",26,"Yes","Low",4
"7068","Female","No",41,"No","Low",1
"7069","Male","No",41,"Yes","Low",2
"7070","Male","No",38,"Yes","Low",1
"7071","Male","Yes",53,"Yes","Average",3
"7072","Male","Yes",46,"Yes","Low",4
"7073","Male","Yes",50,"Yes","High",3
"7074","Female","Yes",40,"No","Low",1
"7075","Female","No",49,"No","Low",1
"7076","Female","No",30,"Yes","Low",3
"7077","Male","Yes",36,"Yes","Average",4
"7078","Female","Yes",66,"Yes","High",3
"7079","Male","Yes",31,"No","Low",4
"7080","Female","Yes",37,"Yes","Low",NA
"7081","Female","No",26,"No","Low",NA
"7082","Female","No",27,"No","Low",4
"7083","Male","Yes",70,"No","Low",1
"7084","Male","Yes",43,"No","Average",3
"7085","Male","No",42,"No","Low",3
"7086","Male","No",28,"No","Low",1
"7087","Male","No",38,"Yes","Low",1
"7088","Male","Yes",48,"Yes","Low",2
"7089","Male","Yes",36,"No","Average",2
"7090","Male","Yes",41,"Yes","Low",2
"7091","Male","Yes",40,"Yes","Low",2
"7092","Female","Yes",57,"Yes","High",2
"7093","Female","Yes",50,"Yes","High",4
"7094","Female","No",42,"Yes","Low",7
"7095","Male","No",20,"No","Low",5
"7096","Female","No",21,"No","Low",7
"7097","Male","Yes",38,"No","Average",2
"7098","Female","No",27,"Yes","Low",4
"7099","Female","No",26,"Yes","Low",NA
"7100","Female","Yes",46,"Yes","High",5
"7101","Female","No",27,"No","Low",6
"7102","Female","No",25,"No","Low",5
"7103","Male","Yes",87,"Yes","High",2
"7104","Male","No",27,"Yes","Low",3
"7105","Female","Yes",48,"Yes","Low",1
"7106","Male","Yes",51,"Yes","Average",4
"7107","Male","Yes",81,"Yes","High",2
"7108","Male","Yes",48,"Yes","Average",2
"7109","Male","Yes",52,"No","High",2
"7110","Female","Yes",68,"Yes","High",2
"7111","Male","Yes",35,"Yes","Average",3
"7112","Female","Yes",39,"Yes","Low",1
"7113","Female","Yes",53,"Yes","High",2
"7114","Male","Yes",41,"Yes","Average",2
"7115","Male","Yes",41,"Yes","High",2
"7116","Female","No",25,"No","Low",1
"7117","Female","Yes",23,"No","High",2
"7118","Female","Yes",47,"Yes","High",5
"7119","Female","Yes",35,"Yes","High",2
"7120","Male","Yes",51,"Yes","Low",3
"7121","Female","No",38,"Yes","Low",1
"7122","Male","Yes",62,"Yes","Low",1
"7123","Female","No",43,"Yes","Low",NA
"7124","Male","Yes",60,"Yes","High",6
"7125","Male","Yes",47,"Yes","High",4
"7126","Male","No",22,"No","Low",4
"7127","Female","No",31,"No","Low",3
"7128","Female","Yes",38,"Yes","Low",2
"7129","Female","Yes",42,"No","Average",5
"7130","Female","Yes",50,"Yes","Average",3
"7131","Male","Yes",38,"No","Average",3
"7132","Female","Yes",55,"Yes","Average",3
"7133","Female","Yes",71,"Yes","Average",2
"7134","Male","Yes",38,"No","Average",4
"7135","Male","Yes",77,"Yes","Low",1
"7136","Male","No",33,"No","Low",3
"7137","Male","Yes",72,"No","High",2
"7138","Female","Yes",43,"No","Average",4
"7139","Female","No",35,"Yes","Low",3
"7140","Female","No",33,"Yes","Low",3
"7141","Male","Yes",27,"Yes","Average",2
"7142","Male","No",21,"No","Low",6
"7143","Female","Yes",41,"Yes","Average",2
"7144","Female","No",19,"No","Low",6
"7145","Female",NA,50,"No","High",4
"7146","Male","No",29,"Yes","Low",3
"7147","Female","Yes",46,"No","Low",1
"7148","Male","Yes",46,"Yes","Low",1
"7149","Female","Yes",53,"No","Low",1
"7150","Male","Yes",36,"Yes","High",4
"7151","Female","Yes",36,"No","Average",2
"7152","Male","Yes",56,"No","High",5
"7153","Male","Yes",25,"Yes","High",2
"7154","Female","No",32,"No","Low",4
"7155","Male","No",61,"Yes","Low",3
"7156","Male","Yes",61,"No","Average",2
"7157","Male","Yes",53,"Yes","Average",2
"7158","Male","Yes",69,"No","High",4
"7159","Male","No",47,"Yes","Low",1
"7160","Female","Yes",26,"Yes","Low",7
"7161","Female","No",39,"Yes","Low",1
"7162","Male","Yes",47,"No","Low",4
"7163","Female","Yes",69,"Yes","Low",1
"7164","Male","Yes",46,"Yes","Average",2
"7165","Male","Yes",50,"Yes","Low",1
"7166","Female","No",37,"Yes","Low",3
"7167","Female","No",50,"Yes","Low",1
"7168","Female","Yes",52,"Yes","Average",4
"7169","Male","No",28,"Yes","Low",4
"7170","Male","No",42,"Yes","Low",2
"7171","Female","No",43,"Yes","Low",1
"7172","Female","No",42,"Yes","Low",2
"7173","Male","Yes",45,"Yes","High",5
"7174","Male","Yes",57,"Yes","High",2
"7175","Male","No",48,"Yes","Low",3
"7176","Male","No",18,"No","Low",3
"7177","Male","Yes",88,"Yes","Low",1
"7178","Male","Yes",51,"No","Average",2
"7179","Female","No",29,"Yes","Low",5
"7180","Female","Yes",28,"No","Low",3
"7181","Female","Yes",47,"Yes","Average",4
"7182","Female","No",25,"Yes","Low",NA
"7183","Female","Yes",38,"No","Average",4
"7184","Male","Yes",37,"Yes","Low",1
"7185","Male","No",22,"No","Low",4
"7186","Female","Yes",61,"Yes","Average",2
"7187","Male","Yes",42,"Yes","Average",2
"7188","Male","Yes",60,"Yes","Average",2
"7189","Male","Yes",73,"Yes","High",4
"7190","Male",NA,60,"No","Average",2
"7191","Female","No",27,NA,"Low",4
"7192","Female","Yes",49,"Yes","Low",1
"7193","Male","Yes",72,"Yes","High",2
"7194","Female","Yes",43,"Yes","Average",2
"7195","Female","Yes",50,"Yes","Low",2
"7196","Female","No",49,"Yes","Low",2
"7197","Male","Yes",38,"Yes","Low",2
"7198","Female","Yes",35,"Yes","Average",3
"7199","Female","Yes",82,"No","High",2
"7200","Male","Yes",63,"Yes","Low",1
"7201","Male","Yes",73,"Yes","High",2
"7202","Female","Yes",38,"Yes","Low",1
"7203","Male","Yes",61,"Yes","High",2
"7204","Female","No",42,"Yes","Low",1
"7205","Female","Yes",43,"Yes","Average",2
"7206","Male","No",31,"No","Low",1
"7207","Male","Yes",69,"No","Low",1
"7208","Female","No",42,"Yes","Low",3
"7209","Male","Yes",32,"Yes","Average",2
"7210","Male","Yes",39,"Yes","Average",4
"7211","Female","Yes",48,"Yes","Average",4
"7212","Male","Yes",39,"Yes","Average",2
"7213","Male","Yes",55,"Yes","Average",2
"7214","Male","Yes",60,"Yes","High",2
"7215","Female","No",51,"Yes","Low",1
"7216","Female","Yes",61,"Yes","Average",3
"7217","Female","No",43,"Yes","Low",1
"7218","Male","Yes",86,NA,"High",2
"7219","Female","Yes",55,"Yes","Average",3
"7220","Female","Yes",43,"Yes","Average",5
"7221","Male","Yes",45,"No","Average",3
"7222","Female","Yes",50,"Yes","Average",5
"7223","Male","Yes",40,"No","Average",2
"7224","Male","No",19,"No","Low",3
"7225","Female","No",25,"Yes","Low",1
"7226","Female","No",89,"Yes","Low",1
"7227","Female","No",25,"No","Low",NA
"7228","Female","Yes",49,"Yes","Average",3
"7229","Female","Yes",46,"Yes","Average",5
"7230","Female","Yes",83,"Yes","Low",2
"7231","Male","Yes",35,"Yes","Average",4
"7232","Female","Yes",71,"Yes","Low",2
"7233","Male","Yes",50,"Yes","Average",3
"7234","Male","Yes",58,"No","High",2
"7235","Male","Yes",29,"No","High",2
"7236","Male","Yes",35,"Yes","Average",4
"7237","Male","Yes",67,"Yes","High",2
"7238","Male","Yes",35,"No","Average",5
"7239","Male","Yes",61,"Yes","High",3
"7240","Female","No",29,"No","Low",2
"7241","Female","No",49,"Yes","Low",NA
"7242","Male","Yes",46,"No","Average",5
"7243","Male","Yes",47,"Yes","Average",5
"7244","Female","No",37,"No","Low",2
"7245","Male","No",18,"No","Low",3
"7246","Female","No",23,"No","Low",2
"7247","Male","No",29,"No","Low",3
"7248","Female","Yes",52,"No","Average",4
"7249","Female","No",43,"Yes","Low",4
"7250","Male","Yes",66,"Yes","Low",5
"7251","Male","Yes",45,"Yes","High",3
"7252","Female","Yes",67,"Yes","Low",1
"7253","Female","Yes",49,"Yes","Low",2
"7254","Male","Yes",38,"No","High",4
"7255","Female","Yes",38,"No","Low",2
"7256","Female","No",32,"Yes","Low",1
"7257","Male","Yes",48,"Yes","Average",2
"7258","Female","No",42,"Yes","Low",1
"7259","Female","No",50,"Yes","Low",3
"7260","Female","Yes",33,"Yes","High",2
"7261","Male","Yes",50,"Yes","Average",3
"7262","Female","Yes",30,"Yes","High",6
"7263","Male","Yes",89,"No","Low",NA
"7264","Female","Yes",27,"Yes","Low",2
"7265","Female","Yes",43,"Yes","Average",4
"7266","Female","No",25,"No","Low",2
"7267","Female","No",19,"No","Low",5
"7268","Female","No",27,"Yes","Low",3
"7269","Male","No",43,"Yes","Low",1
"7270","Male","Yes",37,"Yes","Average",4
"7271","Female","No",27,"Yes","Low",9
"7272","Male","Yes",61,"Yes","Low",2
"7273","Male","Yes",41,"No","Average",2
"7274","Female","No",50,"Yes","Low",1
"7275","Female","Yes",60,"Yes","Average",2
"7276","Male","No",20,"No","Low",4
"7277","Male","Yes",66,"Yes","High",2
"7278","Male","Yes",36,"Yes","Low",1
"7279","Male","Yes",65,"Yes","High",2
"7280","Female","No",30,"No","Low",1
"7281","Male","Yes",56,"Yes","Low",3
"7282","Male","No",20,"No","Low",4
"7283","Female","Yes",38,"Yes","Low",1
"7284","Male","No",31,"Yes","Low",2
"7285","Female","Yes",30,"No","Average",3
"7286","Female","Yes",81,"Yes","High",2
"7287","Female","No",52,"Yes","Low",1
"7288","Male","Yes",57,"Yes","Low",1
"7289","Male","Yes",30,"No","Average",3
"7290","Male","Yes",55,"No","Low",3
"7291","Male","No",38,"Yes","Low",1
"7292","Male","Yes",70,"No","High",2
"7293","Male","Yes",59,"No","Low",1
"7294","Male","Yes",39,"Yes","Low",3
"7295","Female","Yes",58,"Yes","Average",3
"7296","Male","Yes",30,"No","Low",2
"7297","Female","Yes",73,"Yes","Average",2
"7298","Female","No",25,"Yes","Low",1
"7299","Male","Yes",40,"Yes","High",NA
"7300","Male","No",38,"Yes","Low",2
"7301","Male","Yes",45,"Yes","Average",3
"7302","Male","No",25,"No","Low",5
"7303","Male","No",36,"Yes","Low",2
"7304","Male","Yes",53,"Yes","High",3
"7305","Female","No",27,"No","Low",4
"7306","Male","Yes",49,"Yes","Average",2
"7307","Female","Yes",51,"Yes","Average",5
"7308","Male","No",33,"No","Low",7
"7309","Male","Yes",67,"No","High",2
"7310","Female","Yes",72,"Yes","High",NA
"7311","Male","Yes",61,"Yes","Average",2
"7312","Female","Yes",47,"No","Low",1
"7313","Female","Yes",36,"Yes","Low",1
"7314","Male","Yes",40,"No","Average",NA
"7315","Male","Yes",32,"Yes","Average",2
"7316","Female","Yes",40,"No","Average",5
"7317","Female","Yes",77,"Yes","High",2
"7318","Male","Yes",42,"Yes","Average",2
"7319","Female","Yes",72,"Yes","High",4
"7320","Male","Yes",84,"No","Low",1
"7321","Male","No",27,"No","Low",1
"7322","Male","Yes",32,"Yes","Low",2
"7323","Female","Yes",52,"Yes","Average",3
"7324","Female","Yes",53,"Yes","High",6
"7325","Male",NA,32,"Yes","High",5
"7326","Female","Yes",47,"Yes","High",4
"7327","Female","Yes",63,"Yes","Average",4
"7328","Male","Yes",35,"Yes","Average",5
"7329","Female","Yes",27,"Yes","Low",1
"7330","Male","No",49,"Yes","Low",1
"7331","Female","No",31,"No","Low",1
"7332","Male",NA,20,"No","Low",2
"7333","Male","Yes",61,"Yes","High",2
"7334","Female","No",30,"Yes","Low",5
"7335","Male","No",23,"No","Low",3
"7336","Male","Yes",42,"No","Low",2
"7337","Male","Yes",47,NA,"Low",1
"7338","Female","Yes",48,"Yes","High",5
"7339","Female","Yes",57,"Yes","High",NA
"7340","Male","Yes",39,"No","Average",2
"7341","Male","Yes",43,"Yes","High",3
"7342","Female","Yes",56,"Yes","Low",2
"7343","Female","Yes",48,"No","Low",NA
"7344","Male","No",26,"Yes","Low",1
"7345","Male","No",28,"Yes","Low",5
"7346","Female","Yes",71,"Yes","High",2
"7347","Female","Yes",42,"Yes","Average",3
"7348","Female","Yes",50,"Yes","Average",9
"7349","Female","Yes",62,"Yes","Low",3
"7350","Male","Yes",43,"Yes","Average",3
"7351","Female","No",32,"No","Low",4
"7352","Male","No",61,"Yes","Low",1
"7353","Female","Yes",39,"Yes","Low",2
"7354","Female","Yes",46,"Yes","Average",2
"7355","Male","Yes",50,"Yes","Average",3
"7356","Male","Yes",39,"Yes","Low",4
"7357","Female","No",35,"Yes","Low",1
"7358","Female","Yes",85,"Yes","Low",NA
"7359","Female","No",35,"Yes","Low",2
"7360","Female","No",33,"Yes","Low",1
"7361","Male","No",21,"No","Low",3
"7362","Female","No",46,"Yes","Low",1
"7363","Female","No",37,"Yes","Low",1
"7364","Female","No",26,NA,"Low",7
"7365","Male","Yes",79,"Yes","High",2
"7366","Female","Yes",33,"Yes","Low",2
"7367","Male","No",25,"Yes","Low",3
"7368","Female","No",51,"Yes","Low",1
"7369","Male","Yes",53,"Yes","High",4
"7370","Female","No",41,"Yes","Low",1
"7371","Female","Yes",46,"Yes","Average",5
"7372","Male","No",32,"Yes","Low",NA
"7373","Male","No",62,"Yes","Low",NA
"7374","Male","No",43,"No","Low",NA
"7375","Male","Yes",36,"Yes","Low",3
"7376","Female","Yes",57,"Yes","Average",3
"7377","Female","Yes",49,"Yes","Average",4
"7378","Female","Yes",49,"Yes","Low",1
"7379","Female","Yes",51,"Yes","Average",4
"7380","Female","No",40,"No","Low",NA
"7381","Male","Yes",48,"Yes","Average",3
"7382","Male","Yes",59,"Yes","Average",5
"7383","Male","Yes",40,"Yes","Average",3
"7384","Female","Yes",58,"Yes","Low",3
"7385","Male","Yes",43,"Yes","Low",2
"7386","Female","No",39,"Yes","Low",1
"7387","Male","Yes",29,"No","High",2
"7388","Female","Yes",37,"Yes","Low",1
"7389","Female","Yes",49,"Yes","Average",4
"7390","Male","No",26,"Yes","Low",2
"7391","Female","Yes",63,"No","High",2
"7392","Male","No",26,"Yes","Low",5
"7393","Male","No",21,"No","Low",5
"7394","Female","Yes",56,"Yes","Average",3
"7395","Male","Yes",27,"Yes","Average",3
"7396","Male","Yes",35,"No","Low",NA
"7397","Female","No",39,"Yes","Low",2
"7398","Female","No",30,"Yes","Low",NA
"7399","Male","Yes",84,"No","Low",1
"7400","Female","No",41,"No","Low",1
"7401","Male","Yes",51,"Yes","Average",5
"7402","Male","No",19,"Yes","Low",4
"7403","Female","Yes",59,"Yes","Low",1
"7404","Male","No",25,"Yes","Low",3
"7405","Female","Yes",40,"Yes","Average",4
"7406","Male","No",42,"Yes","Low",1
"7407","Male","Yes",73,"No","High",2
"7408","Male","No",30,"Yes","Low",5
"7409","Female","No",29,"No","Low",4
"7410","Male","Yes",47,NA,"Average",4
"7411","Female","Yes",27,"No","High",2
"7412","Male","Yes",35,"Yes","High",3
"7413","Female","No",23,"No","Low",3
"7414","Female","Yes",48,"Yes","Low",1
"7415","Female","Yes",33,"Yes","Average",2
"7416","Female","Yes",45,"Yes","Average",2
"7417","Female","No",23,"No","Low",3
"7418","Male","No",42,"Yes","Low",8
"7419","Female","Yes",69,"Yes","High",4
"7420","Female","No",33,"No","Low",6
"7421","Male","No",28,"No","Low",4
"7422","Female","No",19,"No","Low",4
"7423","Female","No",21,"No","Low",2
"7424","Male","Yes",42,"Yes","Average",2
"7425","Female","Yes",87,"Yes","High",2
"7426","Female","Yes",81,"No","High",2
"7427","Female","No",38,"Yes","Low",1
"7428","Female","No",31,"Yes","Low",1
"7429","Male","Yes",45,"No","Average",5
"7430","Female","Yes",83,"Yes","Low",1
"7431","Female","No",22,"No","Low",NA
"7432","Female","Yes",69,"No","Average",4
"7433","Male","No",36,"Yes","Low",1
"7434","Male","Yes",70,"Yes","High",2
"7435","Male","Yes",40,"No","Average",5
"7436","Male","No",21,"No","Low",6
"7437","Male","No",19,"No","Low",4
"7438","Male","Yes",39,"Yes","Average",3
"7439","Male","Yes",28,"No","Low",2
"7440","Female","Yes",40,"Yes","Average",4
"7441","Female","Yes",29,"No","Low",NA
"7442","Male","Yes",53,"Yes","Low",NA
"7443","Female","Yes",42,"Yes","Average",2
"7444","Male","Yes",40,"No","Average",2
"7445","Female","No",48,"No","Low",1
"7446","Female","Yes",29,"Yes","Low",2
"7447","Male","Yes",71,"No","Low",3
"7448","Female","Yes",82,"No","High",2
"7449","Female","Yes",50,"Yes","Low",2
"7450","Male","No",40,"Yes","Low",2
"7451","Male","No",18,"No","Low",4
"7452","Male","Yes",42,"No","Average",4
"7453","Male","Yes",39,"Yes","Average",2
"7454","Female","No",32,"Yes","Low",1
"7455","Female","Yes",50,"Yes","Low",2
"7456","Female","Yes",60,"Yes","Average",3
"7457","Female","No",38,"No","Low",1
"7458","Male","Yes",60,"No","Average",3
"7459","Male","Yes",40,"No","Low",1
"7460","Female","Yes",40,"No","Average",2
"7461","Male","Yes",65,"No","Low",1
"7462","Female","No",38,"Yes","Low",2
"7463","Male","No",37,"Yes","Low",1
"7464","Male","Yes",53,"Yes","Low",1
"7465","Male","No",39,"Yes","Low",NA
"7466","Male","Yes",62,"No","Low",2
"7467","Male","Yes",47,"Yes","Average",2
"7468","Male",NA,38,"Yes","Average",4
"7469","Female","Yes",30,"No","Average",2
"7470","Female","Yes",62,"No","Average",3
"7471","Male","Yes",69,"No","Low",2
"7472","Female","No",19,"No","Low",2
"7473","Male","No",18,"No","Low",4
"7474","Female","No",35,"Yes","Low",1
"7475","Male","No",49,"No","Low",1
"7476","Female","Yes",36,"Yes","Average",2
"7477","Female","Yes",35,"Yes","Low",3
"7478","Male",NA,36,"Yes","High",2
"7479","Male","No",30,"Yes","Low",1
"7480","Male","Yes",47,"Yes","High",4
"7481","Male","No",23,"No","Low",4
"7482","Female","Yes",42,"Yes","Average",4
"7483","Female","Yes",47,"Yes","Average",4
"7484","Male","Yes",40,"Yes","Low",3
"7485","Male","Yes",59,"No","High",3
"7486","Female","Yes",38,"Yes","Low",2
"7487","Male","Yes",73,"Yes","High",2
"7488","Male","No",45,"Yes","Low",1
"7489","Male","Yes",71,"Yes","Average",4
"7490","Female","Yes",60,"No","Low",2
"7491","Male","No",27,"Yes","Low",2
"7492","Female","Yes",57,"Yes","Low",2
"7493","Male","No",26,"No","Low",3
"7494","Female","Yes",18,"No","High",NA
"7495","Female","Yes",42,"Yes","Average",2
"7496","Male","Yes",49,"No","High",4
"7497","Male","Yes",40,"Yes","Low",2
"7498","Female","No",40,"Yes","Low",9
"7499","Male","No",19,"No","Low",3
"7500","Male","Yes",42,"Yes","Average",2
"7501","Female","No",50,"Yes","Low",1
"7502","Male","Yes",72,"No","Average",2
"7503","Male","Yes",67,"Yes","High",3
"7504","Male","Yes",37,"Yes","Low",1
"7505","Male","Yes",38,"Yes","High",4
"7506","Female","No",42,"Yes","Low",3
"7507","Male","Yes",26,"No","Low",4
"7508","Male","Yes",32,"No","High",5
"7509","Male","Yes",51,"Yes","Low",1
"7510","Male","Yes",61,"No","Average",3
"7511","Male","Yes",38,"No","Average",3
"7512","Male","Yes",73,"No","Low",1
